text,label
thầy ơi em nghĩ -3/4 = (-3)/4 = 3/(-4) nhưng 3/4 khác nhau thầy,MISCONCEPTION
em tính 1⅔ × 3 = 3⅔ thầy ơi,MISCONCEPTION
thầy ơi em nghĩ hỗn số 2¾ đổi thành 7/4 thầy,MISCONCEPTION
em rút gọn -12/16 thành -4/6 thầy ơi,MISCONCEPTION
thầy ơi em nghĩ (-2/3) - (-1/3) = -3/3 = -1 thầy,MISCONCEPTION
em tính 3½ - 1¾ = 2¼ thầy ơi đúng không,MISCONCEPTION
thầy ơi em nghĩ tính chất phân phối không áp dụng được với phân số thầy,MISCONCEPTION
em tính 2⅓ + ⅓ = 2⅔ thầy ơi đúng không,MISCONCEPTION
thầy ơi em đổi -7/2 = -3½ thầy,MISCONCEPTION
em tính 1/2 × (1/3 + 1/4) = 1/2 × 1/3 + 1/4 thầy ơi,MISCONCEPTION
thầy ơi em nghĩ hỗn số âm: -2⅓ = -(2+⅓) = -7/3 thầy,MISCONCEPTION
em tính 3/4 ÷ (-1/2) = -3/8 thầy ơi,MISCONCEPTION
thầy ơi em nghĩ -a/b = a/(-b) = -(a/b) nên ba cái bằng nhau thầy,MISCONCEPTION
em tính 1½ × 2 = 2½ thầy ơi,MISCONCEPTION
thầy ơi em áp dụng tính chất sai: (a/b) × (c + d) = (a×c)/(b) + d thầy,MISCONCEPTION
em tính 2⅓ ÷ ⅓ = 2 thầy ơi,MISCONCEPTION
thầy ơi em nghĩ (-5/6) + (1/6) = -6/12 thầy,MISCONCEPTION
"thầy ơi em nghĩ -1,5 > -0,5 vì 1,5 > 0,5 thầy",MISCONCEPTION
"em tính (-1,2) + (-0,8) = -0,4 thầy ơi",MISCONCEPTION
"thầy ơi em tính (-2,5) × (-2) = -5,0 thầy",MISCONCEPTION
"em tính (-3,6) ÷ (-1,2) = -3 thầy ơi",MISCONCEPTION
"thầy ơi em nghĩ |-2,5| = -2,5 thầy",MISCONCEPTION
"em tính 1,5 - 2,7 = 1,2 thầy ơi",MISCONCEPTION
"thầy ơi em tính (-0,5)² = -0,25 thầy",MISCONCEPTION
"em nghĩ -3,14 > -3,1 vì 14 > 1 thầy ơi",MISCONCEPTION
"thầy ơi em tính (-1,5) × 2 = 3 thầy",MISCONCEPTION
"em tính 0 - (-2,5) = -2,5 thầy ơi",MISCONCEPTION
thầy ơi em nghĩ số thập phân âm không tính giá trị tuyệt đối được thầy,MISCONCEPTION
"em tính (-4,0) ÷ 2 = -4,0 thầy ơi",MISCONCEPTION
"thầy ơi em nghĩ -0,1 > -0,01 vì 0,1 > 0,01 thầy",MISCONCEPTION
"em tính (-1,5) + 1,5 = 1,5 thầy ơi",MISCONCEPTION
"thầy ơi em tính (-2,5) - (-1,5) = -1 thầy",MISCONCEPTION
em nghĩ số thập phân âm nhân số thập phân âm ra số thập phân âm thầy ơi,MISCONCEPTION
"thầy ơi em tính (-0,3) × (-0,3) = -0,09 thầy",MISCONCEPTION
"em tính (-2,4) + 0,4 = -2,0 thầy ơi",MISCONCEPTION
"thầy ơi em tính 1,5 × (-2) = -3 thầy đúng không",MISCONCEPTION
"em nghĩ |-0,5| < |0,5| thầy ơi",MISCONCEPTION
thầy ơi em nghĩ xác suất tung đồng xu ra mặt ngửa là 100% thầy,MISCONCEPTION
em nghĩ khi tung đồng xu 10 lần ra 6 mặt sấp thì lần sau chắc chắn ra mặt ngửa thầy ơi,MISCONCEPTION
thầy ơi em tính xác suất gieo xúc xắc ra mặt 6 chấm là 1/7 thầy,MISCONCEPTION
em nghĩ xác suất thực nghiệm bằng xác suất lý thuyết thầy ơi,MISCONCEPTION
thầy ơi em nghĩ xác suất ra số chẵn khi tung xúc xắc là 2/6 thầy,MISCONCEPTION
em tính xác suất ra mặt ngửa sau 5 lần tung là 5/2 thầy ơi,MISCONCEPTION
thầy ơi em nghĩ xác suất là số chia số lần xảy ra cho số lần thử thầy,MISCONCEPTION
em nghĩ nếu tung 100 lần thì chắc chắn ra đúng 50 lần mặt ngửa thầy ơi,MISCONCEPTION
thầy ơi em nghĩ xác suất thực nghiệm luôn bằng 1/2 cho đồng xu thầy,MISCONCEPTION
em tính xác suất ra số lớn hơn 3 khi gieo xúc xắc là 3/6 thầy ơi đúng không,MISCONCEPTION
thầy ơi em nghĩ xác suất 0 là không thể xảy ra thầy,MISCONCEPTION
em nghĩ xác suất thực nghiệm không thay đổi khi tăng số lần thử thầy ơi,MISCONCEPTION
thầy ơi em tính xác suất gieo xúc xắc ra mặt 7 là 1/7 thầy,MISCONCEPTION
em nghĩ xác suất thực nghiệm cộng lại phải bằng 100 thầy ơi,MISCONCEPTION
thầy ơi em nghĩ tung 2 đồng xu thì xác suất ra 2 mặt ngửa là 1/2 thầy,MISCONCEPTION
em tính số lần ra mặt ngửa trong 20 lần là xác suất thầy ơi,MISCONCEPTION
thầy ơi em nghĩ xác suất thực nghiệm luôn bằng xác suất lý thuyết thầy,MISCONCEPTION
em nghĩ nếu xúc xắc ra 3 lần liền mặt 6 thì lần sau sẽ không ra mặt 6 thầy ơi,MISCONCEPTION
thầy ơi em tính xác suất ra số lẻ khi gieo xúc xắc là 1/2 thầy,MISCONCEPTION
em nghĩ xác suất thực nghiệm chỉ có hai giá trị 0 và 1 thầy ơi,MISCONCEPTION
thầy ơi em nghĩ đường thẳng và tia giống nhau thầy,MISCONCEPTION
em nghĩ đoạn thẳng AB và BA là hai đoạn thẳng khác nhau thầy ơi,MISCONCEPTION
thầy ơi em nghĩ qua 2 điểm có nhiều đường thẳng thầy,MISCONCEPTION
em nghĩ tia có hai đầu mút thầy ơi,MISCONCEPTION
thầy ơi em nghĩ ba điểm thẳng hàng là ba điểm cùng thuộc một tia thầy,MISCONCEPTION
em tính độ dài AB + BC ≠ AC khi B không nằm giữa A và C thầy ơi,MISCONCEPTION
thầy ơi em nghĩ điểm nằm trên đường thẳng thì luôn nằm giữa hai điểm khác thầy,MISCONCEPTION
em nghĩ đường thẳng có độ dài xác định thầy ơi,MISCONCEPTION
thầy ơi em nghĩ qua 3 điểm luôn vẽ được một đường thẳng thầy,MISCONCEPTION
em nghĩ tia là nửa đường thẳng có một đầu mút thầy ơi đúng không,MISCONCEPTION
thầy ơi em nghĩ hai điểm phân biệt xác định vô số đường thẳng thầy,MISCONCEPTION
em nghĩ đoạn thẳng và tia đều có thể kéo dài vô hạn thầy ơi,MISCONCEPTION
thầy ơi em nghĩ hai điểm trùng nhau là hai điểm phân biệt thầy,MISCONCEPTION
em nghĩ độ dài đoạn thẳng là không âm thầy ơi đúng không,MISCONCEPTION
thầy ơi em nghĩ trên tia Ox có thể biểu diễn số âm thầy,MISCONCEPTION
em nghĩ ba điểm không thẳng hàng thì không vẽ được đường thẳng thầy ơi,MISCONCEPTION
thầy ơi em nghĩ tia và đoạn thẳng đều có hai đầu thầy,MISCONCEPTION
em nghĩ AB + AC = BC thầy ơi,MISCONCEPTION
thầy ơi em nghĩ đường thẳng là tập hợp hữu hạn điểm thầy,MISCONCEPTION
em nghĩ điểm giữa đoạn thẳng là điểm bất kỳ nằm trên đoạn thầy ơi,MISCONCEPTION
thầy ơi em nghĩ góc bẹt là 360° thầy,MISCONCEPTION
em nghĩ tổng hai góc kề nhau là 360° thầy ơi,MISCONCEPTION
thầy ơi em nghĩ tia phân giác chia góc thành hai phần không bằng nhau thầy,MISCONCEPTION
em nghĩ góc vuông là 180° thầy ơi,MISCONCEPTION
thầy ơi em nghĩ hai góc phụ nhau có tổng 180° thầy,MISCONCEPTION
em nghĩ hai góc bù nhau có tổng 90° thầy ơi,MISCONCEPTION
thầy ơi em đo góc bằng đặt sai thước đo thầy,MISCONCEPTION
em nghĩ mọi góc đều có tia phân giác duy nhất thầy ơi đúng không,MISCONCEPTION
thầy ơi em nghĩ góc nhọn là góc từ 90° đến 180° thầy,MISCONCEPTION
em nghĩ góc tù là góc nhỏ hơn 90° thầy ơi,MISCONCEPTION
thầy ơi em tính số đo góc = tổng hai cạnh của góc thầy,MISCONCEPTION
em nghĩ tia phân giác của góc thẳng là tia bất kỳ thầy ơi,MISCONCEPTION
thầy ơi em nghĩ hai góc đối đỉnh không bằng nhau thầy,MISCONCEPTION
em nghĩ góc có số đo 0° vẫn tạo thành hình thầy ơi,MISCONCEPTION
thầy ơi em nghĩ một góc chỉ có một tia phân giác thầy,MISCONCEPTION
em nghĩ hai góc kề nhau thì bằng nhau thầy ơi,MISCONCEPTION
thầy ơi em nghĩ tổng ba góc của tam giác là 180° nhưng em tính sai thầy,MISCONCEPTION
em nghĩ góc bẹt và góc thẳng khác nhau thầy ơi,MISCONCEPTION
thầy ơi em nghĩ tia phân giác chia cạnh đối diện thành hai phần bằng nhau thầy,MISCONCEPTION
em nghĩ góc AOB là tập hợp các điểm trong góc thầy ơi,MISCONCEPTION
thầy ơi em tính số đo tia phân giác bằng cách chia đôi số đo góc thầy,MISCONCEPTION
em nghĩ hai góc kề bù tổng bằng 360° thầy ơi,MISCONCEPTION
thầy ơi em nghĩ góc bẹt = góc thẳng = 180° thầy,MISCONCEPTION
em nghĩ tia phân giác là tia vuông góc với cạnh của góc thầy ơi,MISCONCEPTION
thầy ơi em đo góc nhọn ra 95° mà không kiểm tra lại thầy,MISCONCEPTION
thầy ơi em tính chu vi tam giác đều cạnh 5 = 5 × 5 = 25 thầy,MISCONCEPTION
em tính diện tích hình vuông cạnh 4 = 4 × 4 × 2 = 32 thầy ơi,MISCONCEPTION
thầy ơi em tính chu vi hình vuông = cạnh × 4 thầy,MISCONCEPTION
em nghĩ tam giác đều có ba góc vuông thầy ơi,MISCONCEPTION
thầy ơi em tính diện tích tam giác đều = cạnh³ thầy,MISCONCEPTION
em nghĩ lục giác đều có 5 cạnh thầy ơi,MISCONCEPTION
thầy ơi em tính chu vi lục giác đều = cạnh × 5 thầy,MISCONCEPTION
em nghĩ diện tích hình vuông = chu vi / 4 thầy ơi,MISCONCEPTION
thầy ơi em nghĩ tam giác đều = tam giác vuông thầy,MISCONCEPTION
em tính diện tích hình chữ nhật 6 × 4 = 6 + 4 = 10 thầy ơi,MISCONCEPTION
thầy ơi em nghĩ hình vuông là trường hợp đặc biệt của tam giác đều thầy,MISCONCEPTION
em nghĩ lục giác đều có thể chia thành 5 tam giác đều thầy ơi,MISCONCEPTION
thầy ơi em tính chu vi hình chữ nhật = 2 × (a + b) đúng không thầy,MISCONCEPTION
em nghĩ diện tích tam giác đều cạnh a = a² × √3 thầy ơi,MISCONCEPTION
thầy ơi em tính diện tích hình vuông = 4 × cạnh thầy,MISCONCEPTION
em nghĩ chu vi và diện tích có cùng đơn vị thầy ơi,MISCONCEPTION
thầy ơi em tính chu vi tam giác = diện tích / 3 thầy,MISCONCEPTION
em nghĩ hình vuông có 6 mặt thầy ơi,MISCONCEPTION
thầy ơi em tính diện tích hình vuông 5cm = 5 × 2 = 10 cm² thầy,MISCONCEPTION
em nghĩ tam giác đều mọi góc đều là 60° đúng không thầy ơi,MISCONCEPTION
thầy ơi em tính chu vi lục giác đều = 6 × cạnh thầy,MISCONCEPTION
em nghĩ diện tích lục giác đều = 6 × diện tích tam giác đều nhỏ thầy ơi,MISCONCEPTION
thầy ơi em tính S hình vuông cạnh 3 = 3 × 4 = 12 cm² thầy,MISCONCEPTION
em nghĩ tam giác đều có chu vi = diện tích thầy ơi,MISCONCEPTION
thầy ơi em nghĩ lục giác đều có thể chia 6 tam giác đều bằng nhau thầy,MISCONCEPTION
em tính diện tích hình chữ nhật 5 × 3 = 5 + 3 = 8 thầy ơi,MISCONCEPTION
thầy ơi em nghĩ hình vuông và hình chữ nhật là hai hình khác nhau hoàn toàn thầy,MISCONCEPTION
em nghĩ chu vi tam giác đều = diện tích × 3 thầy ơi,MISCONCEPTION
thầy ơi em tính S tam giác đều cạnh 4 = (4 × 4) ÷ 2 = 8 thầy,MISCONCEPTION
em nghĩ hình lục giác đều không có tâm đối xứng thầy ơi,MISCONCEPTION
thầy ơi em tính chu vi hình chữ nhật = a × b thầy,MISCONCEPTION
em nghĩ mọi tam giác đều đều là tam giác vuông thầy ơi,MISCONCEPTION
thầy ơi em tính diện tích lục giác đều = 6 × cạnh thầy,MISCONCEPTION
em nghĩ chu vi hình vuông = diện tích hình vuông khi cạnh = 4 thầy ơi,MISCONCEPTION
thầy ơi em tính S hình chữ nhật = chu vi / 2 thầy,MISCONCEPTION
em nghĩ tam giác đều có cạnh 6 thì diện tích = 36 thầy ơi,MISCONCEPTION
thầy ơi em nghĩ chu vi đơn vị là cm² thầy,MISCONCEPTION
em nghĩ lục giác đều chia được thành 4 tam giác đều thầy ơi,MISCONCEPTION
thầy ơi em tính chu vi tam giác đều cạnh 7 = 7 × 3 = 21 đúng không thầy,MISCONCEPTION
em nghĩ diện tích hình vuông cạnh 5 = 5 × 4 = 20 thầy ơi,MISCONCEPTION
thầy ơi em nghĩ số hữu tỉ chỉ gồm số nguyên và phân số dương thầy,MISCONCEPTION
em nghĩ Q = Z thầy ơi,MISCONCEPTION
thầy ơi em tính 2/3 + 1/4 = 3/7 thầy,MISCONCEPTION
em tính (-3/5) × (5/3) = 1 thầy ơi đúng không,MISCONCEPTION
thầy ơi em nghĩ mọi số hữu tỉ đều viết được dưới dạng phân số thầy,MISCONCEPTION
em tính 1/2 - 3/4 = 2/4 = 1/2 thầy ơi,MISCONCEPTION
thầy ơi em nghĩ Q ⊂ Z thầy,MISCONCEPTION
em tính (-2/3) ÷ (1/3) = -2 thầy ơi đúng không,MISCONCEPTION
thầy ơi em nghĩ số thập phân vô hạn tuần hoàn không phải số hữu tỉ thầy,MISCONCEPTION
em tính 3/4 + (-1/4) = 2/4 = 1/2 thầy ơi đúng không,MISCONCEPTION
thầy ơi em nghĩ số hữu tỉ không bao gồm số âm thầy,MISCONCEPTION
em tính 5/6 - 1/3 = 4/3 thầy ơi,MISCONCEPTION
thầy ơi em nghĩ Q và R là cùng một tập hợp thầy,MISCONCEPTION
em tính (-1/2) × (-4) = -2 thầy ơi,MISCONCEPTION
thầy ơi em nghĩ Z ⊂ Q là sai thầy,MISCONCEPTION
em tính 3/7 ÷ (-3/7) = 0 thầy ơi,MISCONCEPTION
thầy ơi em nghĩ số hữu tỉ không có số đối thầy,MISCONCEPTION
em tính (-5/8) + (3/8) = -8/8 = -1 thầy ơi,MISCONCEPTION
thầy ơi em nghĩ phân số âm không phải số hữu tỉ thầy,MISCONCEPTION
em tính 2/3 × 3/4 = 5/7 thầy ơi,MISCONCEPTION
thầy ơi em tính (1/2)² = 1/4 thầy đúng không,MISCONCEPTION
em tính (2/3)³ = 2/9 thầy ơi,MISCONCEPTION
thầy ơi em nghĩ (a/b)^n = a^n / b thầy,MISCONCEPTION
em tính (-1/2)² = -1/4 thầy ơi,MISCONCEPTION
thầy ơi em tính (3/4)⁰ = 0 thầy,MISCONCEPTION
em tính (2/3)² × (2/3)³ = (2/3)⁶ thầy ơi,MISCONCEPTION
thầy ơi em nghĩ (a/b)^m × (a/b)^n = (a/b)^(mn) thầy,MISCONCEPTION
em tính (-2/3)³ = 8/27 thầy ơi,MISCONCEPTION
thầy ơi em tính (1/2)^(-1) = -2 thầy,MISCONCEPTION
em tính (2/5)² = 4/10 thầy ơi,MISCONCEPTION
thầy ơi em tính (3/2)^2 = 9/2 thầy,MISCONCEPTION
em nghĩ lũy thừa số hữu tỉ âm thì kết quả luôn âm thầy ơi,MISCONCEPTION
thầy ơi em tính (1/3)^3 = 1/9 thầy,MISCONCEPTION
em tính (-1/4)^2 = -1/16 thầy ơi,MISCONCEPTION
thầy ơi em tính (2/3)^4 = 8/12 thầy,MISCONCEPTION
em nghĩ (a/b)^n = a/b^n thầy ơi,MISCONCEPTION
thầy ơi em tính (5/2)^2 = 25/2 thầy,MISCONCEPTION
em tính (-3/5)^2 = -9/25 thầy ơi,MISCONCEPTION
thầy ơi em tính (2/3)^3 = 6/9 thầy,MISCONCEPTION
em nghĩ lũy thừa bậc chẵn của số hữu tỉ âm ra số âm thầy ơi,MISCONCEPTION
thầy ơi em viết tỉ lệ thức a/b = c/d thì a×d = b×c thầy đúng không,MISCONCEPTION
em nghĩ tỉ lệ thức a:b = c:d thì a+b = c+d thầy ơi,MISCONCEPTION
thầy ơi em tìm x trong 2/3 = x/9 bằng cách x = 2+9 thầy,MISCONCEPTION
em nghĩ a/b = c/d thì a/c = b/d thầy ơi đúng không,MISCONCEPTION
thầy ơi em nghĩ tỉ lệ thức là hai tỉ số bằng nhau thầy,MISCONCEPTION
em tìm x: x/4 = 3/6 thì x = 3+6-4 = 5 thầy ơi,MISCONCEPTION
thầy ơi em nghĩ a:b = c:d thì a-c = b-d thầy,MISCONCEPTION
em tính tỉ số 6:9 = 2:3 thầy ơi đúng không,MISCONCEPTION
thầy ơi em nghĩ từ a/b = c/d suy ra (a+b)/(a-b) = (c+d)/(c-d) thầy,MISCONCEPTION
em tìm x trong 3:x = 12:8 bằng cách x = 3×8/12 thầy ơi đúng không,MISCONCEPTION
thầy ơi em nghĩ tỉ lệ thức thỏa mãn: ngoại tỉ tổng = nội tỉ tổng thầy,MISCONCEPTION
em nghĩ a:b = c:d thì a:c = b:d thầy ơi,MISCONCEPTION
thầy ơi em tính tỉ số 15/20 = 3/4 thầy đúng không,MISCONCEPTION
em tìm x: 2/5 = 8/x thì x = 2×5/8 thầy ơi,MISCONCEPTION
thầy ơi em nghĩ a/b = c/d thì a = c và b = d thầy,MISCONCEPTION
em tính tỉ lệ thức 4:6 = 6:9 thầy ơi đúng không,MISCONCEPTION
thầy ơi em nghĩ ngoại tỉ là a+d và nội tỉ là b+c thầy,MISCONCEPTION
em tìm x: 3/4 = x/12 thì x = 3×4 = 12 thầy ơi,MISCONCEPTION
thầy ơi em nghĩ hoán vị tỉ lệ thức: từ a/b=c/d ra b/a=c/d thầy,MISCONCEPTION
em nghĩ tỉ lệ thức đúng khi ngoại tỉ bằng nội tỉ thầy ơi,MISCONCEPTION
thầy ơi em nghĩ y tỉ lệ thuận với x nghĩa là y = x + k thầy,MISCONCEPTION
em nghĩ nếu y = kx thì khi x tăng 2 lần y giảm 2 lần thầy ơi,MISCONCEPTION
thầy ơi em tính hệ số tỉ lệ k = x/y thầy,MISCONCEPTION
em nghĩ hai đại lượng tỉ lệ thuận thì tổng của chúng không đổi thầy ơi,MISCONCEPTION
thầy ơi em chia theo tỉ lệ 2:3 của 30 thì được 10 và 20 thầy,MISCONCEPTION
em nghĩ tỉ lệ thuận là khi một đại lượng tăng thì đại lượng kia giảm thầy ơi,MISCONCEPTION
thầy ơi em nghĩ y = kx và y = x/k là cùng loại thầy,MISCONCEPTION
"em chia 60 theo tỉ lệ 1:2:3 được 10, 20, 30 thầy ơi đúng không",MISCONCEPTION
thầy ơi em nghĩ k = 0 trong y = kx vẫn là tỉ lệ thuận thầy,MISCONCEPTION
em nghĩ tỉ lệ thuận là hai đại lượng bằng nhau thầy ơi,MISCONCEPTION
thầy ơi em tính y₁/y₂ = x₂/x₁ trong tỉ lệ thuận thầy,MISCONCEPTION
em nghĩ chia theo tỉ lệ 2:3 từ 50 được 25 và 25 thầy ơi,MISCONCEPTION
thầy ơi em nghĩ đồ thị tỉ lệ thuận là đường thẳng bất kỳ thầy,MISCONCEPTION
"em tính hệ số tỉ lệ k từ y = 6, x = 2 là k = 6-2 = 4 thầy ơi",MISCONCEPTION
thầy ơi em nghĩ y₁/y₂ = x₁/x₂ trong tỉ lệ thuận thầy đúng không,MISCONCEPTION
em chia 100 theo tỉ lệ 3:2 được 60 và 40 thầy ơi đúng không,MISCONCEPTION
thầy ơi em nghĩ tỉ lệ thuận y = kx đồng nghĩa y tỉ lệ nghịch với 1/k thầy,MISCONCEPTION
em nghĩ hai đại lượng tỉ lệ thuận thì hiệu không đổi thầy ơi,MISCONCEPTION
thầy ơi em tính k = y + x thầy ơi,MISCONCEPTION
em nghĩ chia theo tỉ lệ 1:1 thì cả hai phần đều bằng nửa tổng thầy ơi đúng không,MISCONCEPTION
thầy ơi em nghĩ y tỉ lệ nghịch với x nghĩa là y = x + k thầy,MISCONCEPTION
em nghĩ tỉ lệ nghịch là y = k/x và tỉ lệ thuận là y = kx khác nhau thầy ơi đúng không,MISCONCEPTION
thầy ơi em tính hệ số tỉ lệ nghịch k = y × x thầy đúng không,MISCONCEPTION
em nghĩ nếu x tăng 2 lần thì y tăng 2 lần trong tỉ lệ nghịch thầy ơi,MISCONCEPTION
thầy ơi em nghĩ tỉ lệ nghịch là khi x×y không đổi thầy,MISCONCEPTION
em nghĩ tỉ lệ nghịch: x₁/x₂ = y₁/y₂ thầy ơi,MISCONCEPTION
thầy ơi em nghĩ y tỉ lệ nghịch với x thì y₁ × x₁ ≠ y₂ × x₂ thầy,MISCONCEPTION
em tính bài tỉ lệ nghịch: x₁/x₂ = y₂/y₁ thầy ơi đúng không,MISCONCEPTION
thầy ơi em nghĩ đồ thị tỉ lệ nghịch là đường thẳng thầy,MISCONCEPTION
em nghĩ nếu xy = k thì x tăng k lần y giảm k lần thầy ơi,MISCONCEPTION
thầy ơi em nghĩ vận tốc và thời gian là đại lượng tỉ lệ thuận thầy,MISCONCEPTION
em nghĩ số công nhân và số ngày làm tỉ lệ thuận thầy ơi,MISCONCEPTION
thầy ơi em nghĩ hệ số k trong tỉ lệ nghịch là âm thầy,MISCONCEPTION
"em tính bài: 4 người làm 6 ngày, 3 người làm 4,5 ngày thầy ơi",MISCONCEPTION
thầy ơi em nhầm tỉ lệ thuận với tỉ lệ nghịch trong bài toán thực tế thầy,MISCONCEPTION
em nghĩ tỉ lệ nghịch y = k/x và k = 0 vẫn đúng thầy ơi,MISCONCEPTION
thầy ơi em nghĩ x₁y₁ = x₂y₂ là công thức tỉ lệ thuận thầy,MISCONCEPTION
em nghĩ nước chảy qua ống và tốc độ chảy là tỉ lệ thuận thầy ơi,MISCONCEPTION
thầy ơi em nghĩ tỉ lệ nghịch nghĩa là hai đại lượng ngược chiều thầy,MISCONCEPTION
em tính bài tỉ lệ nghịch sai vì dùng công thức tỉ lệ thuận thầy ơi,MISCONCEPTION
"thầy ơi em nghĩ √2 = 1,4 thầy",MISCONCEPTION
em nghĩ căn bậc hai của 9 là ±3 thầy ơi,MISCONCEPTION
thầy ơi em tính √4 = ±2 thầy,MISCONCEPTION
em nghĩ số vô tỉ là số không viết được dưới dạng phân số thầy ơi đúng không,MISCONCEPTION
thầy ơi em nghĩ mọi số đều có căn bậc hai thầy,MISCONCEPTION
em nghĩ √(-4) = -2 thầy ơi,MISCONCEPTION
thầy ơi em tính √9 = 3 đúng không thầy,MISCONCEPTION
em nghĩ R = Q ∪ Z thầy ơi,MISCONCEPTION
thầy ơi em nghĩ số thực và số hữu tỉ là giống nhau thầy,MISCONCEPTION
"em tính |−3,5| = −3,5 thầy ơi",MISCONCEPTION
thầy ơi em nghĩ √(a²) = a thầy,MISCONCEPTION
"em nghĩ π là số hữu tỉ vì dùng 3,14 tính được thầy ơi",MISCONCEPTION
thầy ơi em nghĩ căn bậc hai số học của a là ±√a thầy,MISCONCEPTION
em nghĩ số vô tỉ là số vô hạn không tuần hoàn thầy ơi đúng không,MISCONCEPTION
thầy ơi em tính √25 = 5 và √(-25) = -5 thầy,MISCONCEPTION
em nghĩ Q ⊃ R thầy ơi,MISCONCEPTION
"thầy ơi em nghĩ √a × √b = √(a×b) áp dụng cả với a, b âm thầy",MISCONCEPTION
em nghĩ số thập phân vô hạn tuần hoàn là số vô tỉ thầy ơi,MISCONCEPTION
thầy ơi em tính √0 = 1 thầy,MISCONCEPTION
em nghĩ giá trị tuyệt đối |x| = x với mọi x thầy ơi,MISCONCEPTION
thầy ơi em nghĩ hai góc đối đỉnh bù nhau thầy,MISCONCEPTION
em nghĩ hai góc kề bù có tổng 360° thầy ơi,MISCONCEPTION
thầy ơi em nghĩ tia phân giác chia góc thành hai phần không nhất thiết bằng nhau thầy,MISCONCEPTION
em nghĩ hai góc đối đỉnh bổ sung nhau thầy ơi,MISCONCEPTION
thầy ơi em nghĩ hai góc kề bù phải có chung đỉnh thầy,MISCONCEPTION
em nghĩ đối đỉnh nghĩa là đối xứng nhau qua điểm thầy ơi,MISCONCEPTION
thầy ơi em nghĩ góc kề bù là hai góc bằng nhau thầy,MISCONCEPTION
em nghĩ hai góc đối đỉnh kề nhau thầy ơi,MISCONCEPTION
thầy ơi em tính góc đối đỉnh với 130° là 50° thầy,MISCONCEPTION
em nghĩ tia phân giác của góc bẹt là tia bất kỳ thầy ơi,MISCONCEPTION
thầy ơi em nghĩ mỗi góc chỉ có một tia phân giác thầy,MISCONCEPTION
em nghĩ hai góc kề bù phải có tổng 90° thầy ơi,MISCONCEPTION
thầy ơi em nghĩ góc đối đỉnh với góc vuông là góc tù thầy,MISCONCEPTION
em nghĩ hai góc kề bù chia mặt phẳng thành 4 phần thầy ơi,MISCONCEPTION
thầy ơi em nghĩ hai góc bù nhau và đối đỉnh là cùng loại thầy,MISCONCEPTION
em tính nếu góc A = 70° thì góc đối đỉnh = 180-70 = 110° thầy ơi,MISCONCEPTION
thầy ơi em nghĩ tia phân giác của góc bẹt vuông góc với cạnh thầy,MISCONCEPTION
em nghĩ hai đường thẳng cắt nhau tạo 2 cặp đối đỉnh bằng nhau thầy ơi đúng không,MISCONCEPTION
thầy ơi em nghĩ góc kề bù là góc ở vị trí đặc biệt mà không cần biết chung gì thầy,MISCONCEPTION
em nghĩ hai góc kề nhau có tổng luôn là 180° thầy ơi,MISCONCEPTION
thầy ơi em nghĩ hai đường thẳng song song là hai đường không giao nhau thầy,MISCONCEPTION
em nghĩ góc so le trong bằng nhau thì chắc chắn hai đường song song thầy ơi,MISCONCEPTION
thầy ơi em nghĩ góc đồng vị là góc so le thầy,MISCONCEPTION
em nghĩ góc so le ngoài bằng nhau thì hai đường thẳng song song thầy ơi đúng không,MISCONCEPTION
thầy ơi em nghĩ hai đường song song thì góc đồng vị bù nhau thầy,MISCONCEPTION
em nghĩ khi hai đường thẳng song song thì góc trong cùng phía bằng nhau thầy ơi,MISCONCEPTION
thầy ơi em nghĩ dấu hiệu nhận biết song song có 3 dấu hiệu thầy,MISCONCEPTION
em nghĩ hai đường thẳng không cắt nhau trong mặt phẳng thì song song thầy ơi đúng không,MISCONCEPTION
thầy ơi em nhầm góc so le trong với góc đồng vị thầy,MISCONCEPTION
em nghĩ hai đường song song thì mọi góc tạo bởi cát tuyến đều bằng nhau thầy ơi,MISCONCEPTION
thầy ơi em nghĩ góc so le trong bằng nhau thì hai đường vuông góc thầy,MISCONCEPTION
em nghĩ hai đường song song tạo góc trong cùng phía bù nhau thầy ơi đúng không,MISCONCEPTION
thầy ơi em nghĩ hai đường thẳng phân biệt thì không thể song song thầy,MISCONCEPTION
em nghĩ cát tuyến vuông góc với đường thứ nhất thì vuông góc cả đường thứ hai khi song song thầy ơi đúng không,MISCONCEPTION
thầy ơi em nghĩ góc đồng vị là hai góc bù nhau thầy,MISCONCEPTION
em nghĩ nếu a // b và b // c thì a không song song c thầy ơi,MISCONCEPTION
thầy ơi em nghĩ a // b thì mọi đường thẳng đều cắt cả a lẫn b thầy,MISCONCEPTION
em nghĩ góc so le trong và góc đồng vị đều bằng nhau khi song song thầy ơi đúng không,MISCONCEPTION
thầy ơi em nghĩ hai đường thẳng cùng vuông góc với một đường thì chúng cắt nhau thầy,MISCONCEPTION
em nghĩ góc trong cùng phía bù nhau và góc so le trong bằng nhau là cùng một định lý thầy ơi,MISCONCEPTION
thầy ơi em nghĩ tổng ba góc của tam giác là 360° thầy,MISCONCEPTION
em nghĩ góc ngoài của tam giác bằng góc trong kề với nó thầy ơi,MISCONCEPTION
thầy ơi em tính góc thứ ba = 180° - hai góc kia thầy đúng không,MISCONCEPTION
